FID,UF,Municipio,Faixa_de_r,Produto,Valor,Concluidas,Entregues,Percentual,IF,the_geom
MCMV.17039,RS,Marques de Souza,Faixa 1,Rural,170400,9,9,100,Caixa,POINT (-52.09727 -29.33111)
MCMV.17030,RS,Marcelino Ramos,Faixa 1,Rural,56000,3,3,100,Caixa,POINT (-51.9095 -27.467621999999892)
MCMV.17005,RS,Mampituba,Faixa 1,Rural,132029,9,9,100,Caixa,POINT (-49.931105 -29.21363)
MCMV.17108,RS,Muliterno,Faixa 1,Rural,120000,10,10,100,Caixa,POINT (-51.76967499999989 -28.3253)
MCMV.17088,RS,Morrinhos do Sul,Faixa 1,Rural,58650.8,4,4,100,Caixa,POINT (-49.932816 -29.357755999999824)
MCMV.17153,RS,Nova Candel�ria,Faixa 1,Rural,50400,4,4,100,Caixa,POINT (-54.1074 -27.613676999999882)
MCMV.17240,RS,Novo Xingu,Faixa 1,Rural,65200,5,5,100,Caixa,POINT (-53.0578 -27.744415)
MCMV.17207,RS,Novo Cabrais,Faixa 1,Rural,302400,24,24,100,Caixa,POINT (-52.94894 -29.73375)
MCMV.16626,RS,Faxinalzinho,Faixa 1,Rural,126000,10,10,100,Caixa,POINT (-52.6789169999999 -27.42377)
MCMV.16612,RS,Farroupilha,Faixa 1,FAR,15855400,360,120,100,Caixa,POINT (-51.341853 -29.222688999999832)
MCMV.16596,RS,Estrela Velha,Faixa 1,Rural,37800,3,3,100,Caixa,POINT (-53.16387 -29.17126899999988)
MCMV.16590,RS,Estrela,Faixa 1,Rural,171600,11,11,100,Caixa,POINT (-51.960548 -29.501611)
MCMV.16583,RS,Esteio,Faixa 1,FAR,26493700,592,588,100,Caixa,POINT (-51.18406499999986 -29.851963)
MCMV.16565,RS,Espumoso,Faixa 1,Rural,50400,4,4,95.85,Caixa,POINT (-52.84608 -28.72863299999989)
MCMV.16560,RS,Esperan�a do Sul,Faixa 1,Rural,237600,15,15,100,Caixa,POINT (-53.98908099999983 -27.36027599999983)
MCMV.16547,RS,Erval Seco,Faixa 1,Rural,119700,6,6,100,Caixa,POINT (-53.5005 -27.54431)
MCMV.16548,RS,Erval Seco,Faixa 1,Rural,163800,12,12,100,Caixa,POINT (-53.5005 -27.54431)
MCMV.16516,RS,Erechim,Faixa 1,FAR,5122000,122,92,100,Caixa,POINT (-52.269689999999855 -27.63638)
MCMV.16519,RS,Erechim,Faixa 1,Rural,132000,4,4,100,Caixa,POINT (-52.269689999999855 -27.63638)
MCMV.16489,RS,Encruzilhada do Sul,Faixa 1,Rural,109200,7,7,100,Caixa,POINT (-52.52038 -30.542998)
MCMV.16428,RS,Derrubadas,Faixa 1,Rural,232200,12,12,100,Caixa,POINT (-53.86453499999982 -27.264150999999856)
MCMV.16413,RS,Cruz Alta,Faixa 1,FAR,4225350,106,106,100,Caixa,POINT (-53.604830999999876 -28.645)
MCMV.16403,RS,Cristal do Sul,Faixa 1,Oferta Publica,360000,28,28,99.3333,BANCO TRICURY,POINT (-53.242227 -27.451995)
MCMV.16404,RS,Cristal do Sul,Faixa 1,Rural,100800,8,8,100,Caixa,POINT (-53.242227 -27.451995)
MCMV.16395,RS,Crissiumal,Faixa 1,Rural,180400,10,10,100,Caixa,POINT (-54.099372 -27.49989)
MCMV.16396,RS,Crissiumal,Faixa 1,Rural,277200,22,22,100,Caixa,POINT (-54.099372 -27.49989)
MCMV.16371,RS,Coqueiros do Sul,Faixa 1,Rural,72000,6,6,100,Caixa,POINT (-52.784221 -28.119420999999875)
MCMV.16367,RS,Coqueiro Baixo,Faixa 1,Rural,175613,12,12,100,Caixa,POINT (-52.12577 -29.168631)
MCMV.16344,RS,Cir�aco,Faixa 1,Rural,241500,15,15,95,Caixa,POINT (-51.87414299999983 -28.341913)
MCMV.16334,RS,Chuvisca,Faixa 1,Rural,50400,4,4,95.85,Caixa,POINT (-51.973658999999884 -30.750409999999818)
MCMV.16317,RS,Chapada,Faixa 1,Rural,108000,9,9,100,Caixa,POINT (-53.06652 -28.05586499999987)
MCMV.16240,RS,Caseiros,Faixa 1,Rural,37800,3,3,100,Caixa,POINT (-51.68610799999988 -28.25816)
MCMV.16293,RS,Centen�rio,Faixa 1,Rural,226800,15,15,100,Caixa,POINT (-51.99841 -27.761547)
MCMV.16210,RS,Carazinho,Faixa 1,FAR,2686000,68,68,100,Caixa,POINT (-52.79325999999986 -28.295843999999875)
MCMV.16202,RS,Capit�o,Faixa 1,Rural,73062.1,4,4,100,Caixa,POINT (-51.98528 -29.267385999999874)
MCMV.16172,RS,Canudos do Vale,Faixa 1,Rural,330076,20,20,100,Caixa,POINT (-52.23327 -29.327265)
MCMV.16173,RS,Canudos do Vale,Faixa 1,Rural,75600,6,6,100,Caixa,POINT (-52.23327 -29.327265)
MCMV.16176,RS,Cap�o Bonito do Sul,Faixa 1,Rural,218400,14,14,100,Caixa,POINT (-51.38921 -28.1525)
MCMV.16139,RS,Canoas,Faixa 1,FAR,16752100,420,419,100,Caixa,POINT (-51.18568 -29.912758)
MCMV.16117,RS,Cangu�u,Faixa 1,FAR,7866190,180,180,100,Caixa,POINT (-52.67825 -31.39598)
MCMV.16128,RS,Cangu�u,Faixa 1,Rural,234000,15,15,97.6,Caixa,POINT (-52.67825 -31.39598)
MCMV.16129,RS,Cangu�u,Faixa 1,Rural,616828,34,34,100,Caixa,POINT (-52.67825 -31.39598)
MCMV.16253,RS,Caxias do Sul,Faixa 1,FAR,10511500,240,240,100,Caixa,POINT (-51.179161 -29.162905)
MCMV.16100,RS,C�ndido God�i,Faixa 1,Rural,1016510,61,60,100,Caixa,POINT (-54.75172199999986 -27.951509)
MCMV.16093,RS,Candel�ria,Faixa 1,Rural,156019,29,29,100,Caixa,POINT (-52.78949 -29.66839)
MCMV.16094,RS,Candel�ria,Faixa 1,Rural,156000,10,10,100,Caixa,POINT (-52.78949 -29.66839)
MCMV.16083,RS,Campos Borges,Faixa 1,Rural,820070,12,12,100,Caixa,POINT (-53.00081 -28.88715)
MCMV.16077,RS,Campo Novo,Faixa 1,Rural,60000,3,3,100,Caixa,POINT (-53.80520899999988 -27.6792)
MCMV.16033,RS,Cai�ara,Faixa 1,Rural,37800,3,3,98.25,Caixa,POINT (-53.42567 -27.27912)
MCMV.16034,RS,Cai�ara,Faixa 1,Rural,138600,11,11,100,Caixa,POINT (-53.42567 -27.27912)
MCMV.16020,RS,Cacique Doble,Faixa 1,Rural,151200,11,11,100,Caixa,POINT (-51.659671 -27.767043999999885)
MCMV.15987,RS,Cachoeira do Sul,Faixa 1,FAR,6960000,160,131,100,Caixa,POINT (-52.89275599999985 -30.03299)
MCMV.15974,RS,Ca�apava do Sul,Faixa 1,Rural,156000,10,10,100,Caixa,POINT (-53.48268399999989 -30.51436)
MCMV.15959,RS,Braga,Faixa 1,Rural,37800,3,3,100,Caixa,POINT (-53.74051399999985 -27.61735)
MCMV.15953,RS,Bozano,Faixa 1,Rural,323860,19,19,100,Caixa,POINT (-53.751474 -28.35488)
MCMV.15944,RS,Boqueir�o do Le�o,Faixa 1,Rural,350709,24,24,100,Caixa,POINT (-52.428432 -29.30462)
MCMV.15945,RS,Boqueir�o do Le�o,Faixa 1,Rural,226800,18,18,100,Caixa,POINT (-52.428432 -29.30462)
MCMV.15934,RS,Bom Progresso,Faixa 1,Rural,151200,10,10,100,Caixa,POINT (-53.87161 -27.53986)
MCMV.15907,RS,Boa Vista do Buric�,Faixa 1,Rural,176400,12,11,98.5,Caixa,POINT (-54.108229 -27.66928)
MCMV.15908,RS,Boa Vista do Buric�,Faixa 1,Rural,100800,8,8,99.55,Caixa,POINT (-54.108229 -27.66928)
MCMV.15909,RS,Boa Vista do Buric�,Faixa 1,Rural,119700,7,7,100,Caixa,POINT (-54.108229 -27.66928)
MCMV.15879,RS,Bento Gon�alves,Faixa 1,FAR,19544200,420,419,100,Caixa,POINT (-51.5164759999999 -29.16621)
MCMV.15872,RS,Benjamin Constant do Sul,Faixa 1,Rural,280000,20,20,100,Caixa,POINT (-52.599504 -27.50856)
MCMV.15865,RS,Barros Cassal,Faixa 1,Rural,75600,6,6,100,Caixa,POINT (-52.58357099999989 -29.09469)
MCMV.15848,RS,Barra do Guarita,Faixa 1,Rural,328462,19,19,100,Caixa,POINT (-53.710867 -27.19267)
MCMV.15841,RS,Barrac�o,Faixa 1,Rural,100800,11,11,100,Caixa,POINT (-51.45855 -27.673861999999872)
MCMV.15820,RS,Bag�,Faixa 1,FAR,25433000,558,315,100,Caixa,POINT (-54.099919999999884 -31.32965)
MCMV.15813,RS,�urea,Faixa 1,Rural,80000,4,4,100,Caixa,POINT (-52.05051 -27.69359)
MCMV.15808,RS,Augusto Pestana,Faixa 1,Rural,37800,3,3,100,Caixa,POINT (-53.988292 -28.517249)
MCMV.15793,RS,Arroio do Tigre,Faixa 1,Rural,864800,48,48,100,Caixa,POINT (-53.09662699999984 -29.334829)
MCMV.15776,RS,Arroio do Meio,Faixa 1,Rural,6,6,6,100,Caixa,POINT (-51.955734999999834 -29.40135)
MCMV.15748,RS,Ametista do Sul,Faixa 1,Rural,873801,36,36,100,Caixa,POINT (-53.183005 -27.360655999999892)
MCMV.15721,RS,Alpestre,Faixa 1,Rural,733020,41,39,100,Caixa,POINT (-53.0341269999999 -27.250159)
MCMV.15684,RS,�gua Santa,Faixa 1,Rural,76000,4,4,100,Caixa,POINT (-52.031004 -28.167228)
MCMV.15522,SC,Tigrinhos,Faixa 1,Rural,182061,13,13,100,Caixa,POINT (-53.15453 -26.687609999999893)
MCMV.15523,SC,Tigrinhos,Faixa 1,Rural,105049,6,6,100,Caixa,POINT (-53.15453 -26.687609999999893)
MCMV.15514,SC,Sul Brasil,Faixa 1,Rural,165544,11,11,100,Caixa,POINT (-52.96396 -26.73515)
MCMV.15493,SC,Seara,Faixa 1,Rural,96000,8,8,100,Caixa,POINT (-52.29904 -27.156431999999825)
MCMV.15494,SC,Seara,Faixa 1,Rural,189810,22,22,100,Caixa,POINT (-52.29904 -27.156431999999825)
MCMV.15477,SC,Saudades,Faixa 1,Rural,264981,14,14,100,Caixa,POINT (-53.00213 -26.931676999999866)
MCMV.15468,SC,S�o Miguel do Oeste,Faixa 1,Rural,75899.8,3,3,100,Caixa,POINT (-53.51625899999988 -26.724224)
MCMV.15448,SC,S�o Louren�o do Oeste,Faixa 1,Rural,109500,11,11,97.59,Caixa,POINT (-52.84984 -26.35566)
MCMV.15449,SC,S�o Louren�o do Oeste,Faixa 1,Rural,285000,19,19,100,Caixa,POINT (-52.84984 -26.35566)
MCMV.15390,SC,S�o Domingos,Faixa 1,Rural,82590.1,6,6,100,Caixa,POINT (-52.53133299999985 -26.55481)
MCMV.15375,SC,S�o Carlos,Faixa 1,Rural,142945,16,16,95.84,Caixa,POINT (-53.00370399999986 -27.07976)
MCMV.15376,SC,S�o Carlos,Faixa 1,Rural,151052,8,8,98.83,Caixa,POINT (-53.00370399999986 -27.07976)
MCMV.15377,SC,S�o Carlos,Faixa 1,Rural,40516.9,3,3,100,Caixa,POINT (-53.00370399999986 -27.07976)
MCMV.15378,SC,S�o Carlos,Faixa 1,Rural,264600,21,21,100,Caixa,POINT (-53.00370399999986 -27.07976)
MCMV.15364,SC,S�o Bento do Sul,Faixa 1,FAR,13858000,338,338,100,Caixa,POINT (-49.38308 -26.249542)
MCMV.15355,SC,S�o Bernardino,Faixa 1,Rural,123537,8,8,99.86,Caixa,POINT (-52.968669 -26.473925999999892)
MCMV.15356,SC,S�o Bernardino,Faixa 1,Rural,108000,9,9,100,Caixa,POINT (-52.968669 -26.473925999999892)
MCMV.15357,SC,S�o Bernardino,Faixa 1,Rural,138191,13,13,100,Caixa,POINT (-52.968669 -26.473925999999892)
MCMV.15354,SC,S�o Bernardino,Faixa 1,Rural,37800,3,3,98.73,Caixa,POINT (-52.968669 -26.473925999999892)
MCMV.15343,SC,Santa Terezinha do Progresso,Faixa 1,Rural,60000,5,5,100,Caixa,POINT (-53.199716 -26.62403)
MCMV.15344,SC,Santa Terezinha do Progresso,Faixa 1,Rural,93645.5,5,5,100,Caixa,POINT (-53.199716 -26.62403)
MCMV.15331,SC,Santa Helena,Faixa 1,Rural,347147,13,13,100,Caixa,POINT (-53.621439 -26.93697)
MCMV.15310,SC,Saltinho,Faixa 1,Rural,113400,9,9,95.52,Caixa,POINT (-53.05776 -26.604932)
MCMV.15311,SC,Saltinho,Faixa 1,Rural,108000,9,9,100,Caixa,POINT (-53.05776 -26.604932)
MCMV.15287,SC,Riqueza,Faixa 1,Rural,289800,23,23,99.5,Caixa,POINT (-53.326452 -27.065325)
MCMV.15278,SC,Rio Negrinho,Faixa 1,Oferta Publica,780000,8,6,29.4615,CREHNOR CENTRAL,POINT (-49.51775 -26.259074999999825)
MCMV.15244,SC,Quilombo,Faixa 1,Rural,71292.2,5,5,100,Caixa,POINT (-52.72395999999986 -26.726431999999875)
MCMV.15197,SC,Ponte Serrada,Faixa 1,Rural,100800,8,8,95.2,Caixa,POINT (-52.01124999999985 -26.873277999999857)
MCMV.15170,SC,Pinhalzinho,Faixa 1,Rural,151200,11,11,100,Caixa,POINT (-52.99126799999988 -26.84955)
MCMV.15171,SC,Pinhalzinho,Faixa 1,Rural,208666,11,11,100,Caixa,POINT (-52.99126799999988 -26.84955)
MCMV.15136,SC,Para�so,Faixa 1,Rural,50400,4,4,100,Caixa,POINT (-53.671595 -26.620023999999887)
MCMV.15131,SC,Papanduva,Faixa 1,Oferta Publica,312000,8,8,53.3462,CREHNOR CENTRAL,POINT (-50.14194 -26.37771)
MCMV.15095,SC,Palho�a,Faixa 1,FAR,14400000,320,319,100,Caixa,POINT (-48.66966 -27.64552)
MCMV.15064,SC,Novo Horizonte,Faixa 1,Rural,63000,5,5,97.5,Caixa,POINT (-52.8281 -26.444217999999864)
MCMV.15065,SC,Novo Horizonte,Faixa 1,Rural,47590,5,5,100,Caixa,POINT (-52.8281 -26.444217999999864)
MCMV.15051,SC,Nova Erechim,Faixa 1,Rural,109930,10,10,100,Caixa,POINT (-52.90656899999982 -26.898159)
MCMV.15053,SC,Nova Itaberaba,Faixa 1,Rural,60000,5,5,100,Caixa,POINT (-52.814076 -26.942805)
MCMV.15026,SC,Monda�,Faixa 1,Rural,191180,12,12,100,Caixa,POINT (-53.40318 -27.10078)
MCMV.15010,SC,Meleiro,Faixa 1,Rural,502472,32,32,100,Caixa,POINT (-49.637821 -28.82443299999983)
MCMV.15001,SC,Maravilha,Faixa 1,Rural,60000,4,4,100,Caixa,POINT (-53.173698999999885 -26.766528999999878)
MCMV.14928,SC,Lages,Faixa 1,FAR,18495000,416,399,100,Caixa,POINT (-50.325862 -27.81497)
MCMV.14916,SC,Jupi�,Faixa 1,Rural,122146,6,6,99.52,Caixa,POINT (-52.72977 -26.39504)
MCMV.14863,SC,Jardin�polis,Faixa 1,Rural,152326,11,11,100,Caixa,POINT (-52.862524 -26.719135999999878)
MCMV.14854,SC,Jaragu� do Sul,Faixa 1,FAR,12960000,288,288,100,Caixa,POINT (-49.07125 -26.48508)
MCMV.14837,SC,Jacinto Machado,Faixa 1,Entidades,419958,21,21,100,Caixa,POINT (-49.762315999999885 -28.99609)
MCMV.14816,SC,Itapiranga,Faixa 1,Rural,100800,8,8,100,Caixa,POINT (-53.7166 -27.165856)
MCMV.14782,SC,It�,Faixa 1,Rural,75600,6,6,100,Caixa,POINT (-52.32119 -27.29067)
MCMV.14783,SC,It�,Faixa 1,Rural,182490,20,20,100,Caixa,POINT (-52.32119 -27.29067)
MCMV.14768,SC,Irani,Faixa 1,Rural,100805,12,12,100,Caixa,POINT (-51.901204 -27.028683999999885)
MCMV.14769,SC,Irani,Faixa 1,Rural,128453,7,7,100,Caixa,POINT (-51.901204 -27.028683999999885)
MCMV.14754,SC,Ipua�u,Faixa 1,Rural,37840,4,4,100,Caixa,POINT (-52.4566329999999 -26.632024999999885)
MCMV.14746,SC,Ipor� do Oeste,Faixa 1,Rural,219955,15,15,100,Caixa,POINT (-53.53548299999983 -26.985396)
MCMV.14707,SC,I�ara,Faixa 1,FAR,8187300,188,187,100,Caixa,POINT (-49.30865399999982 -28.713206)
MCMV.14687,SC,Guatamb�,Faixa 1,Rural,37800,3,3,100,Caixa,POINT (-52.78865 -27.13410199999987)
MCMV.14565,SC,Dion�sio Cerqueira,Faixa 1,Rural,528000,44,44,99.52,Caixa,POINT (-53.63514899999984 -26.26478399999985)
MCMV.14542,SC,Cunha Por�,Faixa 1,Rural,201600,16,16,100,Caixa,POINT (-53.16618499999987 -26.895019)
MCMV.14529,SC,Crici�ma,Faixa 1,FAR,12240000,272,271,100,Caixa,POINT (-49.37288699999988 -28.672266999999863)
MCMV.14510,SC,Coronel Martins,Faixa 1,Rural,106430,8,8,100,Caixa,POINT (-52.66936 -26.51104)
MCMV.14505,SC,Coronel Freitas,Faixa 1,Rural,81211.7,6,6,100,Caixa,POINT (-52.70112199999983 -26.90571299999982)
MCMV.14487,SC,Conc�rdia,Faixa 1,FAR,1763000,43,14,100,Caixa,POINT (-52.025962 -27.233460999999863)
MCMV.14490,SC,Conc�rdia,Faixa 1,Rural,90000,5,5,100,Caixa,POINT (-52.025962 -27.233460999999863)
MCMV.14491,SC,Conc�rdia,Faixa 1,Rural,62400,4,4,100,Caixa,POINT (-52.025962 -27.233460999999863)
MCMV.14465,SC,Chapec�,Faixa 1,FAR,20614000,470,469,100,Caixa,POINT (-52.61518999999976 -27.100448)
MCMV.14467,SC,Chapec�,Faixa 1,Rural,59320,6,6,95.46,Caixa,POINT (-52.61518999999976 -27.100448)
MCMV.14468,SC,Chapec�,Faixa 1,Rural,62400,4,4,95.85,Caixa,POINT (-52.61518999999976 -27.100448)
MCMV.14469,SC,Chapec�,Faixa 1,Rural,185098,13,13,100,Caixa,POINT (-52.61518999999976 -27.100448)
MCMV.14411,SC,Campo Er�,Faixa 1,Rural,138600,11,11,97,Caixa,POINT (-53.08561 -26.393056)
MCMV.14412,SC,Campo Er�,Faixa 1,Rural,132000,11,11,100,Caixa,POINT (-53.08561 -26.393056)
MCMV.14390,SC,Cambori�,Faixa 1,FAR,2159980,48,48,100,Caixa,POINT (-48.650338 -27.02408)
MCMV.14372,SC,Ca�ador,Faixa 1,FAR,6480000,144,138,100,Caixa,POINT (-51.01200399999982 -26.77567)
MCMV.14333,SC,Bom Jesus,Faixa 1,Rural,36000,3,3,100,Caixa,POINT (-52.3919 -26.732595)
MCMV.14319,SC,Blumenau,Faixa 1,FAR,81967700,1824,1805,100,Caixa,POINT (-49.0709 -26.915500999999836)
MCMV.14244,SC,Arvoredo,Faixa 1,Rural,176400,11,11,99.58,Caixa,POINT (-52.45426 -27.074815999999885)
MCMV.14185,SC,�guas Frias,Faixa 1,Rural,199618,14,14,100,Caixa,POINT (-52.85677299999986 -26.879377)
MCMV.14171,SC,�gua Doce,Faixa 1,Oferta Publica,312000,26,24,100,CRESOL BASER,POINT (-51.552812 -26.99845)
MCMV.14172,SC,�gua Doce,Faixa 1,Oferta Publica,48000,4,4,100,CRESOL BASER,POINT (-51.552812 -26.99845)
MCMV.14152,SC,Abelardo Luz,Faixa 1,Oferta Publica,84000,2,1,53.3333,CRESOL BASER,POINT (-52.322881 -26.57158)
MCMV.14153,SC,Abelardo Luz,Faixa 1,Oferta Publica,276000,23,23,100,CRESOL BASER,POINT (-52.322881 -26.57158)
MCMV.15600,SC,Turvo,Faixa 1,Rural,317752,18,18,100,Caixa,POINT (-49.68307 -28.92716899999988)
MCMV.15582,SC,Tubar�o,Faixa 1,FAR,5755750,128,128,100,Caixa,POINT (-49.01437099999987 -28.47131)
MCMV.15607,SC,Uni�o do Oeste,Faixa 1,Rural,74436.4,6,6,100,Caixa,POINT (-52.854123 -26.7620399999999)
MCMV.15659,SC,Xanxer�,Faixa 1,Rural,90000,6,6,100,Caixa,POINT (-52.40358 -26.87469)
MCMV.15639,SC,Vidal Ramos,Faixa 1,Rural,579600,39,38,100,Caixa,POINT (-49.359339 -27.388642999999888)
MCMV.15666,SC,Xavantina,Faixa 1,Rural,235618,15,15,100,Caixa,POINT (-52.34299399999986 -27.0667)
MCMV.14106,PR,Uni�o da Vit�ria,Faixa 1,Rural,702000,45,45,100,Caixa,POINT (-51.087313 -26.227319)
MCMV.14098,PR,Umuarama,Faixa 1,Rural,93600,6,6,100,Caixa,POINT (-53.32011 -23.765634)
MCMV.14055,PR,Toledo,Faixa 1,FAR,24188200,590,586,100,Caixa,POINT (-53.741177 -24.724640999999792)
MCMV.14023,PR,Tel�maco Borba,Faixa 1,FAR,4279500,100,100,100,Caixa,POINT (-50.61758 -24.32452)
MCMV.13970,PR,Saudade do Igua�u,Faixa 1,Oferta Publica,360000,30,30,100,BANCO TRICURY,POINT (-52.61839 -25.69169)
MCMV.13966,PR,Sarandi,Faixa 1,FAR,14673300,343,343,100,Caixa,POINT (-51.876016 -23.444116999999892)
MCMV.13910,PR,S�o Jos� dos Pinhais,Faixa 1,Rural,93600,6,6,100,Caixa,POINT (-49.203097 -25.531343)
MCMV.13891,PR,S�o Jorge do Iva�,Faixa 1,Rural,50400,4,4,100,Caixa,POINT (-52.292907 -23.43359)
MCMV.13853,PR,Santo Ant�nio do Sudoeste,Faixa 1,Rural,221167,17,17,100,Caixa,POINT (-53.72509999999983 -26.073708)
MCMV.13854,PR,Santo Ant�nio do Sudoeste,Faixa 1,Rural,186993,13,13,100,Caixa,POINT (-53.72509999999983 -26.073708)
MCMV.13810,PR,Santa Izabel do Oeste,Faixa 1,Rural,179506,14,14,100,Caixa,POINT (-53.48014599999988 -25.82165)
MCMV.13784,PR,Santa Cruz de Monte Castelo,Faixa 1,Rural,746400,52,51,100,Caixa,POINT (-53.29634 -22.95422)
MCMV.13773,PR,Salto do Lontra,Faixa 1,Oferta Publica,168000,12,4,92.8571,CRESOL BASER,POINT (-53.31352799999985 -25.78126)
MCMV.13774,PR,Salto do Lontra,Faixa 1,Oferta Publica,12000,1,1,100,CRESOL BASER,POINT (-53.31352799999985 -25.78126)
MCMV.13775,PR,Salto do Lontra,Faixa 1,Rural,450994,34,34,100,Caixa,POINT (-53.31352799999985 -25.78126)
MCMV.13778,PR,Santa Am�lia,Faixa 1,Oferta Publica,324000,20,20,92,BICBANCO,POINT (-50.42876499999983 -23.26542)
MCMV.13766,PR,Salgado Filho,Faixa 1,Rural,80968.7,6,6,100,Caixa,POINT (-53.36311599999988 -26.177664)
MCMV.13745,PR,Rol�ndia,Faixa 1,FAR,6924440,164,162,100,Caixa,POINT (-51.36592799999988 -23.31012)
MCMV.13723,PR,Rio Azul,Faixa 1,Rural,205364,16,16,100,Caixa,POINT (-50.79854 -25.73058)
MCMV.13698,PR,Renascen�a,Faixa 1,Rural,63940.9,5,5,100,Caixa,POINT (-52.97034899999983 -26.15883699999989)
MCMV.13662,PR,Quedas do Igua�u,Faixa 1,Oferta Publica,900000,60,33,100,BANCO LUSO BRASILEIRO,POINT (-52.91023 -25.44916)
MCMV.13636,PR,Prudent�polis,Faixa 1,Rural,296400,19,19,99.15,Caixa,POINT (-50.9754 -25.21108)
MCMV.13623,PR,Pranchita,Faixa 1,Rural,205364,16,16,100,Caixa,POINT (-53.74111 -26.021968)
MCMV.13587,PR,Ponta Grossa,Faixa 1,FAR,23473100,560,560,100,Caixa,POINT (-50.16678699999983 -25.091622)
MCMV.13572,PR,Planalto,Faixa 1,Rural,229858,16,16,100,Caixa,POINT (-53.76423 -25.721135)
MCMV.13573,PR,Planalto,Faixa 1,Rural,202266,15,15,100,Caixa,POINT (-53.76423 -25.721135)
MCMV.13565,PR,Planaltina do Paran�,Faixa 1,Rural,87600,6,6,100,Caixa,POINT (-52.91624199999984 -23.01015)
MCMV.13533,PR,Pinhal de S�o Bento,Faixa 1,Rural,163894,9,9,95.13,Caixa,POINT (-53.482 -26.032422)
MCMV.13534,PR,Pinhal de S�o Bento,Faixa 1,Rural,75600,6,6,100,Caixa,POINT (-53.482 -26.032422)
MCMV.13467,PR,Paranava�,Faixa 1,FAR,13520400,316,316,100,Caixa,POINT (-52.46172399999983 -23.08165)
MCMV.13459,PR,Paranagu�,Faixa 1,FAR,17280000,384,384,100,Caixa,POINT (-48.52253 -25.51608)
MCMV.13439,PR,Palmital,Faixa 1,Rural,617906,39,39,95,Caixa,POINT (-52.202854 -24.8853)
MCMV.13434,PR,Palmeira,Faixa 1,Rural,202800,13,13,100,Caixa,POINT (-50.007027 -25.42572)
MCMV.13392,PR,Nova Prata do Igua�u,Faixa 1,Rural,416172,33,33,100,Caixa,POINT (-53.34686 -25.630908)
MCMV.13331,PR,Munhoz de Melo,Faixa 1,Rural,423400,28,28,100,Caixa,POINT (-51.773162 -23.14601)
MCMV.13276,PR,Marmeleiro,Faixa 1,Rural,184724,10,10,99.49,Caixa,POINT (-53.026741 -26.1472)
MCMV.13277,PR,Marmeleiro,Faixa 1,Rural,77765.4,6,6,100,Caixa,POINT (-53.026741 -26.1472)
MCMV.13280,PR,Marquinho,Faixa 1,Rural,128352,8,8,100,Caixa,POINT (-52.249676 -25.112)
MCMV.13246,PR,Maring�,Faixa 1,FAR,18306000,416,416,100,Caixa,POINT (-51.9333 -23.420545)
MCMV.13233,PR,Marilena,Faixa 1,Rural,219000,15,15,100,Caixa,POINT (-53.04024 -22.73355)
MCMV.13234,PR,Marilena,Faixa 1,Rural,100800,8,8,100,Caixa,POINT (-53.04024 -22.73355)
MCMV.13222,PR,Marialva,Faixa 1,Rural,514800,33,33,100,Caixa,POINT (-51.792802 -23.48432)
MCMV.13221,PR,Marialva,Faixa 1,Rural,725400,39,39,100,Caixa,POINT (-51.792802 -23.48432)
MCMV.13191,PR,Mandirituba,Faixa 1,Rural,759990,47,47,100,Caixa,POINT (-49.32822 -25.77703599999984)
MCMV.13192,PR,Mandirituba,Faixa 1,Rural,951600,61,61,100,Caixa,POINT (-49.32822 -25.77703599999984)
MCMV.13141,PR,Londrina,Faixa 1,FAR,118548000,2724,2472,100,Caixa,POINT (-51.1691 -23.303974999999866)
MCMV.12474,PR,Campo Mour�o,Faixa 1,FAR,18333000,436,436,100,Caixa,POINT (-52.37801999999988 -24.046329)
MCMV.12317,PR,Astorga,Faixa 1,Rural,124800,7,7,100,Caixa,POINT (-51.666777 -23.23182699999984)
MCMV.12270,PR,Arapongas,Faixa 1,FAR,25382400,584,176,100,Caixa,POINT (-51.42591999999985 -23.415296)
MCMV.12261,PR,Apucarana,Faixa 1,FAR,2623550,64,64,100,Caixa,POINT (-51.46349 -23.54996)
MCMV.12234,PR,Amp�re,Faixa 1,Rural,89611.3,7,7,100,Caixa,POINT (-53.46864 -25.91679)
MCMV.12235,PR,Amp�re,Faixa 1,Rural,68369.3,5,5,100,Caixa,POINT (-53.46864 -25.91679)
MCMV.12453,PR,Campo Bonito,Faixa 1,Oferta Publica,252000,16,14,98,CRESOL BASER,POINT (-52.99393 -25.029444999999896)
MCMV.12452,PR,Campo Bonito,Faixa 1,Oferta Publica,108000,3,3,84.4444,CRESOL BASER,POINT (-52.99393 -25.029444999999896)
MCMV.12431,PR,Camb�,Faixa 1,FAR,8638420,192,192,100,Caixa,POINT (-51.279831999999885 -23.27657)
MCMV.12366,PR,Boa Esperan�a do Igua�u,Faixa 1,Rural,100800,8,8,97.79,Caixa,POINT (-53.21082 -25.63243)
MCMV.12341,PR,Barrac�o,Faixa 1,Rural,75600,6,6,97.06,Caixa,POINT (-53.63238499999977 -26.250229999999874)
MCMV.12797,PR,Fazenda Rio Grande,Faixa 1,FAR,22365800,501,500,100,Caixa,POINT (-49.30731 -25.66235)
MCMV.12772,PR,En�as Marques,Faixa 1,Rural,138600,11,11,100,Caixa,POINT (-53.16586 -25.944524999999885)
